Pos,No,Driver,Car,Time,Gap,Laps
1,9,Mika HakkinenHAK,McLaren Mercedes,1:22.935,,28
2,3,Jacques VilleneuveVIL,Williams Renault,1:23.266,+0.331s,30
3,4,Heinz-Harald FrentzenFRE,Williams Renault,1:23.327,+0.392s,27
4,16,Johnny HerbertHER,Sauber Petronas,1:23.581,+0.646s,30
5,7,Jean AlesiALE,Benetton Renault,1:23.785,+0.850s,23
6,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:23.883,+0.948s,27
7,5,Michael SchumacherMSC,Ferrari,1:24.132,+1.197s,27
8,8,Alexander WurzWUR,Benetton Renault,1:24.203,+1.268s,27
9,6,Eddie IrvineIRV,Ferrari,1:24.424,+1.489s,23
10,14,Jarno TrulliTRU,Prost Mugen Honda,1:24.946,+2.011s,30
11,11,Ralf SchumacherRSC,Jordan Peugeot,1:24.948,+2.013s,17
12,23,Jan MagnussenMAG,Stewart Ford,1:25.136,+2.201s,28
13,10,David CoulthardCOU,McLaren Mercedes,1:25.360,+2.425s,12
14,19,Mika SaloSAL,Tyrrell Ford,1:26.035,+3.100s,27
15,15,Shinji NakanoNAK,Prost Mugen Honda,1:26.270,+3.335s,29
16,20,Ukyo KatayamaKAT,Minardi Hart,1:26.446,+3.511s,18
17,17,Norberto FontanaFON,Sauber Petronas,1:26.640,+3.705s,30
18,22,Rubens BarrichelloBAR,Stewart Ford,1:26.785,+3.850s,15
19,2,Pedro DinizDIN,Arrows Yamaha,1:26.797,+3.862s,30
20,1,Damon HillHIL,Arrows Yamaha,1:26.810,+3.875s,30
21,21,Tarso MarquesMAR,Minardi Hart,1:27.066,+4.131s,28
22,18,Jos VerstappenVER,Tyrrell Ford,1:27.923,+4.988s,16
