Pos,No,Driver,Car,Time,Gap,Laps
1,11,Ralf SchumacherRSC,Jordan Peugeot,1:46.196,,7
2,5,Michael SchumacherMSC,Ferrari,1:46.322,+0.126s,12
3,16,Johnny HerbertHER,Sauber Petronas,1:46.517,+0.321s,22
4,22,Rubens BarrichelloBAR,Stewart Ford,1:46.526,+0.330s,16
5,17,Norberto FontanaFON,Sauber Petronas,1:46.706,+0.510s,19
6,2,Pedro DinizDIN,Arrows Yamaha,1:46.873,+0.677s,17
7,15,Shinji NakanoNAK,Prost Mugen Honda,1:47.143,+0.947s,19
8,9,Mika HakkinenHAK,McLaren Mercedes,1:47.386,+1.190s,14
9,1,Damon HillHIL,Arrows Yamaha,1:47.542,+1.346s,16
10,6,Eddie IrvineIRV,Ferrari,1:47.594,+1.398s,19
11,18,Jos VerstappenVER,Tyrrell Ford,1:47.720,+1.524s,22
12,23,Jan MagnussenMAG,Stewart Ford,1:47.769,+1.573s,8
13,14,Jarno TrulliTRU,Prost Mugen Honda,1:47.784,+1.588s,24
14,8,Gerhard BergerBER,Benetton Renault,1:47.887,+1.691s,18
15,7,Jean AlesiALE,Benetton Renault,1:48.455,+2.259s,8
16,3,Jacques VilleneuveVIL,Williams Renault,1:48.639,+2.443s,21
17,10,David CoulthardCOU,McLaren Mercedes,1:48.648,+2.452s,16
18,4,Heinz-Harald FrentzenFRE,Williams Renault,1:48.958,+2.762s,19
19,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:49.010,+2.814s,14
20,21,Tarso MarquesMAR,Minardi Hart,1:49.563,+3.367s,18
21,19,Mika SaloSAL,Tyrrell Ford,1:49.831,+3.635s,17
22,20,Ukyo KatayamaKAT,Minardi Hart,1:51.058,+4.862s,22
