Pos,No,Driver,Car,Time,Gap,Laps
1,4,Heinz-Harald FrentzenFRE,Williams Renault,1:11.527,,30
2,3,Jacques VilleneuveVIL,Williams Renault,1:11.638,+0.111s,26
3,22,Rubens BarrichelloBAR,Stewart Ford,1:11.798,+0.271s,29
4,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:11.899,+0.372s,30
5,9,Mika HakkinenHAK,McLaren Mercedes,1:11.902,+0.375s,15
6,10,David CoulthardCOU,McLaren Mercedes,1:11.967,+0.440s,30
7,5,Michael SchumacherMSC,Ferrari,1:12.265,+0.738s,30
8,8,Gerhard BergerBER,Benetton Renault,1:12.283,+0.756s,29
9,2,Pedro DinizDIN,Arrows Yamaha,1:12.519,+0.992s,30
10,6,Eddie IrvineIRV,Ferrari,1:12.548,+1.021s,29
11,1,Damon HillHIL,Arrows Yamaha,1:12.614,+1.087s,24
12,16,Johnny HerbertHER,Sauber Petronas,1:12.751,+1.224s,30
13,7,Jean AlesiALE,Benetton Renault,1:12.820,+1.293s,29
14,14,Jarno TrulliTRU,Prost Mugen Honda,1:12.935,+1.408s,30
15,17,Gianni MorbidelliMOR,Sauber Petronas,1:12.966,+1.439s,24
16,11,Ralf SchumacherRSC,Jordan Peugeot,1:13.041,+1.514s,26
17,15,Shinji NakanoNAK,Prost Mugen Honda,1:13.280,+1.753s,29
18,23,Jan MagnussenMAG,Stewart Ford,1:13.286,+1.759s,17
19,20,Ukyo KatayamaKAT,Minardi Hart,1:13.348,+1.821s,30
20,19,Mika SaloSAL,Tyrrell Ford,1:14.079,+2.552s,30
21,18,Jos VerstappenVER,Tyrrell Ford,1:14.188,+2.661s,30
22,21,Tarso MarquesMAR,Minardi Hart,1:14.739,+3.212s,25
