Pos,No,Driver,Car,Time,Gap,Laps
1,6,Eddie IrvineIRV,Ferrari,1:25.981,,25
2,5,Michael SchumacherMSC,Ferrari,1:25.997,+0.016s,28
3,8,Gerhard BergerBER,Benetton Renault,1:26.259,+0.278s,25
4,7,Jean AlesiALE,Benetton Renault,1:26.382,+0.401s,30
5,3,Jacques VilleneuveVIL,Williams Renault,1:26.499,+0.518s,25
6,10,David CoulthardCOU,McLaren Mercedes,1:26.549,+0.568s,29
7,4,Heinz-Harald FrentzenFRE,Williams Renault,1:26.600,+0.619s,28
8,22,Rubens BarrichelloBAR,Stewart Ford,1:26.679,+0.698s,25
9,14,Olivier PanisPAN,Prost Mugen Honda,1:26.779,+0.798s,28
10,17,Nicola LariniLAR,Sauber Petronas,1:26.831,+0.850s,29
11,16,Johnny HerbertHER,Sauber Petronas,1:26.842,+0.861s,29
12,9,Mika HakkinenHAK,McLaren Mercedes,1:27.184,+1.203s,19
13,1,Damon HillHIL,Arrows Yamaha,1:27.334,+1.353s,26
14,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:27.612,+1.631s,9
15,11,Ralf SchumacherRSC,Jordan Peugeot,1:28.091,+2.110s,13
16,23,Jan MagnussenMAG,Stewart Ford,1:28.177,+2.196s,25
17,15,Shinji NakanoNAK,Prost Mugen Honda,1:29.021,+3.040s,30
18,19,Mika SaloSAL,Tyrrell Ford,1:29.087,+3.106s,23
19,2,Pedro DinizDIN,Arrows Yamaha,1:29.117,+3.136s,21
20,18,Jos VerstappenVER,Tyrrell Ford,1:29.736,+3.755s,17
21,20,Ukyo KatayamaKAT,Minardi Hart,1:29.974,+3.993s,16
22,21,Jarno TrulliTRU,Minardi Hart,1:30.820,+4.839s,17
