Pos,No,Driver,Car,Time,Gap,Laps
1,5,Michael SchumacherMSC,Ferrari,1:18.339,,20
2,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:19.838,+1.499s,30
3,9,Mika HakkinenHAK,McLaren Mercedes,1:20.014,+1.675s,23
4,11,Ralf SchumacherRSC,Jordan Peugeot,1:20.020,+1.681s,23
5,3,Jacques VilleneuveVIL,Williams Renault,1:20.225,+1.886s,30
6,4,Heinz-Harald FrentzenFRE,Williams Renault,1:20.469,+2.130s,28
7,18,Jos VerstappenVER,Tyrrell Ford,1:21.512,+3.173s,23
8,7,Jean AlesiALE,Benetton Renault,1:21.742,+3.403s,15
9,16,Johnny HerbertHER,Sauber Petronas,1:22.206,+3.867s,25
10,22,Rubens BarrichelloBAR,Stewart Ford,1:23.232,+4.893s,26
11,20,Ukyo KatayamaKAT,Minardi Hart,1:23.469,+5.130s,30
12,15,Shinji NakanoNAK,Prost Mugen Honda,1:23.839,+5.500s,29
13,1,Damon HillHIL,Arrows Yamaha,1:24.494,+6.155s,30
14,21,Tarso MarquesMAR,Minardi Hart,1:24.535,+6.196s,30
15,19,Mika SaloSAL,Tyrrell Ford,1:25.449,+7.110s,30
16,2,Pedro DinizDIN,Arrows Yamaha,1:26.108,+7.769s,26
17,10,David CoulthardCOU,McLaren Mercedes,1:27.460,+9.121s,25
18,17,Norberto FontanaFON,Sauber Petronas,1:27.905,+9.566s,30
19,14,Jarno TrulliTRU,Prost Mugen Honda,1:29.600,+11.261s,29
20,6,Eddie IrvineIRV,Ferrari,1:31.193,+12.854s,17
21,8,Alexander WurzWUR,Benetton Renault,1:31.943,+13.604s,17
22,23,Jan MagnussenMAG,Stewart Ford,1:34.357,+16.018s,13
