Pos,No,Driver,Car,Time,Gap,Laps
1,14,Olivier PanisPAN,Prost Mugen Honda,1:22.735,,28
2,1,Damon HillHIL,Arrows Yamaha,1:22.898,+0.163s,29
3,3,Jacques VilleneuveVIL,Williams Renault,1:22.922,+0.187s,29
4,22,Rubens BarrichelloBAR,Stewart Ford,1:22.964,+0.229s,26
5,9,Mika HakkinenHAK,McLaren Mercedes,1:23.024,+0.289s,20
6,4,Heinz-Harald FrentzenFRE,Williams Renault,1:23.124,+0.389s,30
7,7,Jean AlesiALE,Benetton Renault,1:23.174,+0.439s,21
8,10,David CoulthardCOU,McLaren Mercedes,1:23.440,+0.705s,15
9,5,Michael SchumacherMSC,Ferrari,1:23.532,+0.797s,24
10,11,Ralf SchumacherRSC,Jordan Peugeot,1:23.678,+0.943s,22
11,23,Jan MagnussenMAG,Stewart Ford,1:23.685,+0.950s,20
12,6,Eddie IrvineIRV,Ferrari,1:23.695,+0.960s,25
13,8,Gerhard BergerBER,Benetton Renault,1:23.923,+1.188s,22
14,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:24.263,+1.528s,25
15,20,Ukyo KatayamaKAT,Minardi Hart,1:24.329,+1.594s,23
16,16,Johnny HerbertHER,Sauber Petronas,1:24.507,+1.772s,29
17,15,Shinji NakanoNAK,Prost Mugen Honda,1:24.735,+2.000s,28
18,2,Pedro DinizDIN,Arrows Yamaha,1:24.797,+2.062s,28
19,19,Mika SaloSAL,Tyrrell Ford,1:25.025,+2.290s,25
20,17,Norberto FontanaFON,Sauber Petronas,1:25.134,+2.399s,28
21,18,Jos VerstappenVER,Tyrrell Ford,1:25.327,+2.592s,20
22,21,Tarso MarquesMAR,Minardi Hart,1:26.816,+4.081s,9
