Pos,No,Driver,Car,Time,Gap,Laps
1,5,Michael SchumacherMSC,Ferrari,1:32.496,,27
2,4,Heinz-Harald FrentzenFRE,Williams Renault,1:32.910,+0.414s,27
3,7,Jean AlesiALE,Benetton Renault,1:33.255,+0.759s,27
4,3,Jacques VilleneuveVIL,Williams Renault,1:33.371,+0.875s,26
5,11,Ralf SchumacherRSC,Jordan Peugeot,1:33.437,+0.941s,28
6,6,Eddie IrvineIRV,Ferrari,1:34.157,+1.661s,21
7,8,Gerhard BergerBER,Benetton Renault,1:34.271,+1.775s,17
8,10,David CoulthardCOU,McLaren Mercedes,1:34.432,+1.936s,21
9,16,Johnny HerbertHER,Sauber Petronas,1:34.593,+2.097s,29
10,9,Mika HakkinenHAK,McLaren Mercedes,1:34.742,+2.246s,19
11,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:34.777,+2.281s,27
12,14,Olivier PanisPAN,Prost Mugen Honda,1:34.927,+2.431s,16
13,1,Damon HillHIL,Arrows Yamaha,1:35.073,+2.577s,26
14,19,Mika SaloSAL,Tyrrell Ford,1:36.142,+3.646s,30
15,17,Nicola LariniLAR,Sauber Petronas,1:36.223,+3.727s,21
16,21,Jarno TrulliTRU,Minardi Hart,1:36.392,+3.896s,16
17,18,Jos VerstappenVER,Tyrrell Ford,1:36.716,+4.220s,24
18,23,Jan MagnussenMAG,Stewart Ford,1:37.023,+4.527s,14
19,2,Pedro DinizDIN,Arrows Yamaha,1:38.092,+5.596s,9
20,15,Shinji NakanoNAK,Prost Mugen Honda,1:39.652,+7.156s,12
21,22,Rubens BarrichelloBAR,Stewart Ford,1:40.002,+7.506s,6
22,20,Ukyo KatayamaKAT,Minardi Hart,1:40.947,+8.451s,7
23,25,Ricardo RossetROS,Lola Ford,1:41.166,+8.670s,14
24,24,Vincenzo SospiriSOS,Lola Ford,1:42.590,+10.094s,22
