Pos,No,Driver,Car,Time,Gap,Laps
1,7,Jean AlesiALE,Benetton Renault,1:19.566,,19
2,3,Jacques VilleneuveVIL,Williams Renault,1:19.766,+0.200s,27
3,11,Ralf SchumacherRSC,Jordan Peugeot,1:20.198,+0.632s,22
4,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:20.537,+0.971s,23
5,8,Gerhard BergerBER,Benetton Renault,1:20.933,+1.367s,21
6,10,David CoulthardCOU,McLaren Mercedes,1:21.312,+1.746s,18
7,5,Michael SchumacherMSC,Ferrari,1:21.319,+1.753s,14
8,16,Johnny HerbertHER,Sauber Petronas,1:21.379,+1.813s,13
9,9,Mika HakkinenHAK,McLaren Mercedes,1:21.421,+1.855s,15
10,6,Eddie IrvineIRV,Ferrari,1:21.423,+1.857s,13
11,14,Olivier PanisPAN,Prost Mugen Honda,1:21.636,+2.070s,30
12,4,Heinz-Harald FrentzenFRE,Williams Renault,1:21.887,+2.321s,26
13,23,Jan MagnussenMAG,Stewart Ford,1:22.839,+3.273s,22
14,19,Mika SaloSAL,Tyrrell Ford,1:22.849,+3.283s,29
15,20,Ukyo KatayamaKAT,Minardi Hart,1:22.892,+3.326s,29
16,15,Shinji NakanoNAK,Prost Mugen Honda,1:23.191,+3.625s,30
17,18,Jos VerstappenVER,Tyrrell Ford,1:23.209,+3.643s,24
18,22,Rubens BarrichelloBAR,Stewart Ford,1:23.246,+3.680s,27
19,17,Gianni MorbidelliMOR,Sauber Petronas,1:23.451,+3.885s,16
20,1,Damon HillHIL,Arrows Yamaha,1:23.592,+4.026s,31
21,2,Pedro DinizDIN,Arrows Yamaha,1:25.049,+5.483s,12
22,21,Jarno TrulliTRU,Minardi Hart,1:25.064,+5.498s,9
