Pos,No,Driver,Car,Time,Gap,Laps
1,6,Eddie IrvineIRV,Ferrari,1:38.903,,30
2,11,Ralf SchumacherRSC,Jordan Peugeot,1:38.911,+0.008s,28
3,14,Olivier PanisPAN,Prost Mugen Honda,1:38.941,+0.038s,26
4,4,Heinz-Harald FrentzenFRE,Williams Renault,1:39.398,+0.495s,26
5,7,Jean AlesiALE,Benetton Renault,1:39.454,+0.551s,19
6,16,Johnny HerbertHER,Sauber Petronas,1:39.840,+0.937s,22
7,1,Damon HillHIL,Arrows Yamaha,1:39.898,+0.995s,27
8,10,David CoulthardCOU,McLaren Mercedes,1:39.945,+1.042s,23
9,8,Gerhard BergerBER,Benetton Renault,1:40.422,+1.519s,25
10,5,Michael SchumacherMSC,Ferrari,1:40.460,+1.557s,22
11,3,Jacques VilleneuveVIL,Williams Renault,1:40.616,+1.713s,27
12,15,Shinji NakanoNAK,Prost Mugen Honda,1:40.653,+1.750s,19
13,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:40.720,+1.817s,27
14,9,Mika HakkinenHAK,McLaren Mercedes,1:40.724,+1.821s,13
15,22,Rubens BarrichelloBAR,Stewart Ford,1:40.937,+2.034s,29
16,20,Ukyo KatayamaKAT,Minardi Hart,1:41.158,+2.255s,20
17,23,Jan MagnussenMAG,Stewart Ford,1:42.000,+3.097s,26
18,18,Jos VerstappenVER,Tyrrell Ford,1:42.290,+3.387s,27
19,19,Mika SaloSAL,Tyrrell Ford,1:42.587,+3.684s,28
20,2,Pedro DinizDIN,Arrows Yamaha,1:42.893,+3.990s,17
21,17,Gianni MorbidelliMOR,Sauber Petronas,1:44.736,+5.833s,14
22,21,Tarso MarquesMAR,Minardi Hart,1:46.282,+7.379s,15
