Pos,No,Driver,Car,Time,Gap,Laps
1,4,Heinz-Harald FrentzenFRE,Williams Renault,1:20.289,,26
2,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:20.416,+0.127s,18
3,3,Jacques VilleneuveVIL,Williams Renault,1:20.552,+0.263s,26
4,7,Jean AlesiALE,Benetton Renault,1:20.624,+0.335s,21
5,14,Olivier PanisPAN,Prost Mugen Honda,1:20.727,+0.438s,26
6,16,Johnny HerbertHER,Sauber Petronas,1:20.876,+0.587s,30
7,11,Ralf SchumacherRSC,Jordan Peugeot,1:20.930,+0.641s,22
8,6,Eddie IrvineIRV,Ferrari,1:20.987,+0.698s,23
9,5,Michael SchumacherMSC,Ferrari,1:21.201,+0.912s,18
10,22,Rubens BarrichelloBAR,Stewart Ford,1:21.269,+0.980s,27
11,8,Alexander WurzWUR,Benetton Renault,1:21.315,+1.026s,29
12,9,Mika HakkinenHAK,McLaren Mercedes,1:21.372,+1.083s,24
13,17,Gianni MorbidelliMOR,Sauber Petronas,1:21.415,+1.126s,26
14,10,David CoulthardCOU,McLaren Mercedes,1:21.468,+1.179s,21
15,2,Pedro DinizDIN,Arrows Yamaha,1:21.777,+1.488s,30
16,19,Mika SaloSAL,Tyrrell Ford,1:21.848,+1.559s,28
17,1,Damon HillHIL,Arrows Yamaha,1:22.460,+2.171s,18
18,18,Jos VerstappenVER,Tyrrell Ford,1:22.550,+2.261s,20
19,20,Ukyo KatayamaKAT,Minardi Hart,1:22.708,+2.419s,26
20,15,Shinji NakanoNAK,Prost Mugen Honda,1:22.930,+2.641s,29
21,23,Jan MagnussenMAG,Stewart Ford,1:23.826,+3.537s,25
22,21,Jarno TrulliTRU,Minardi Hart,1:24.131,+3.842s,22
