Pos,No,Driver,Car,Time,Gap,Laps
1,4,Heinz-Harald FrentzenFRE,Williams Renault,1:17.506,,29
2,3,Jacques VilleneuveVIL,Williams Renault,1:17.829,+0.323s,30
3,7,Jean AlesiALE,Benetton Renault,1:18.000,+0.494s,27
4,16,Johnny HerbertHER,Sauber Petronas,1:18.261,+0.755s,30
5,8,Gerhard BergerBER,Benetton Renault,1:18.437,+0.931s,22
6,11,Ralf SchumacherRSC,Jordan Peugeot,1:18.479,+0.973s,30
7,5,Michael SchumacherMSC,Ferrari,1:18.488,+0.982s,30
8,10,David CoulthardCOU,McLaren Mercedes,1:18.818,+1.312s,28
9,1,Damon HillHIL,Arrows Yamaha,1:18.978,+1.472s,27
10,9,Mika HakkinenHAK,McLaren Mercedes,1:19.271,+1.765s,23
11,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:19.326,+1.820s,30
12,14,Olivier PanisPAN,Prost Mugen Honda,1:19.408,+1.902s,30
13,19,Mika SaloSAL,Tyrrell Ford,1:19.546,+2.040s,30
14,2,Pedro DinizDIN,Arrows Yamaha,1:19.573,+2.067s,27
15,22,Rubens BarrichelloBAR,Stewart Ford,1:19.613,+2.107s,25
16,20,Ukyo KatayamaKAT,Minardi Hart,1:19.963,+2.457s,25
17,18,Jos VerstappenVER,Tyrrell Ford,1:20.076,+2.570s,29
18,15,Shinji NakanoNAK,Prost Mugen Honda,1:20.520,+3.014s,30
19,21,Jarno TrulliTRU,Minardi Hart,1:20.521,+3.015s,29
20,6,Eddie IrvineIRV,Ferrari,1:20.787,+3.281s,14
21,17,Nicola LariniLAR,Sauber Petronas,1:21.120,+3.614s,16
22,23,Jan MagnussenMAG,Stewart Ford,1:21.864,+4.358s,20
