Pos,No,Driver,Car,Time
1,5,Nigel MansellMAN,Williams Renault,1:20.190
2,19,Michael SchumacherMSC,Benetton Ford,1:21.195
3,1,Ayrton SennaSEN,McLaren Honda,1:21.209
4,6,Riccardo PatresePAT,Williams Renault,1:21.534
5,28,Ivan CapelliCAP,Ferrari,1:22.413
6,20,Martin BrundleBRU,Benetton Ford,1:22.529
7,2,Gerhard BergerBER,McLaren Honda,1:22.711
8,27,Jean AlesiALE,Ferrari,1:22.746
9,16,Karl WendlingerWEN,March Ilmor,1:23.121
10,26,Erik ComasCOM,Ligier Renault,1:23.593
11,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:23.723
12,21,Jyrki JarvilehtoJAR,Dallara Ferrari,1:24.054
13,22,Pierluigi MartiniMAR,Dallara Ferrari,1:24.236
14,25,Thierry BoutsenBOU,Ligier Renault,1:24.583
15,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:24.608
16,9,Michele AlboretoALB,Footwork Mugen Honda,1:24.634
17,33,Mauricio GugelminGUG,Jordan Yamaha,1:24.671
18,15,Gabriele TarquiniTAR,Fondmetal Ford,1:24.800
19,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:24.940
20,14,Andrea ChiesaCHI,Fondmetal Ford,1:24.963
21,11,Mika HakkinenHAK,Lotus Ford,1:25.202
22,23,Christian FittipaldiFIT,Minardi Lamborghini,1:25.315
23,17,Paul BelmondoBEL,March Ilmor,1:25.467
24,29,Bertrand GachotGAC,Venturi Lamborghini,1:25.700
25,24,Gianni MorbidelliMOR,Minardi Lamborghini,1:25.786
26,12,Johnny HerbertHER,Lotus Ford,1:25.786
