Pos,No,Driver,Car,Time
1,1,Ayrton SennaSEN,McLaren Honda,1:19.775
2,6,Riccardo PatresePAT,Williams Renault,1:19.872
3,5,Nigel MansellMAN,Williams Renault,1:19.948
4,2,Gerhard BergerBER,McLaren Honda,1:20.145
5,19,Michael SchumacherMSC,Benetton Ford,1:20.456
6,12,Johnny HerbertHER,Lotus Ford,1:21.645
7,20,Martin BrundleBRU,Benetton Ford,1:21.738
8,27,Jean AlesiALE,Ferrari,1:21.777
9,28,Ivan CapelliCAP,Ferrari,1:22.297
10,11,Mika HakkinenHAK,Lotus Ford,1:22.360
11,30,Ukyo KatayamaKAT,Venturi Lamborghini,1:22.510
12,16,Karl WendlingerWEN,March Ilmor,1:22.566
13,24,Gianni MorbidelliMOR,Minardi Lamborghini,1:22.594
14,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:22.635
15,22,Pierluigi MartiniMAR,Dallara Ferrari,1:22.850
16,9,Michele AlboretoALB,Footwork Mugen Honda,1:22.878
17,32,Stefano ModenaMOD,Jordan Yamaha,1:23.023
18,15,Gabriele TarquiniTAR,Fondmetal Ford,1:23.063
19,29,Bertrand GachotGAC,Venturi Lamborghini,1:23.138
20,17,Paul BelmondoBEL,March Ilmor,1:23.189
21,25,Thierry BoutsenBOU,Ligier Renault,1:23.203
22,26,Erik ComasCOM,Ligier Renault,1:23.212
23,21,Jyrki JarvilehtoJAR,Dallara Ferrari,1:23.249
24,33,Mauricio GugelminGUG,Jordan Yamaha,1:23.431
25,23,Christian FittipaldiFIT,Minardi Lamborghini,1:23.433
26,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:23.469
