Pos,No,Driver,Car,Time
1,6,Riccardo PatresePAT,Williams Renault,1:15.476
2,5,Nigel MansellMAN,Williams Renault,1:15.643
3,1,Ayrton SennaSEN,McLaren Honda,1:16.267
4,19,Michael SchumacherMSC,Benetton Ford,1:16.524
5,2,Gerhard BergerBER,McLaren Honda,1:17.277
6,20,Martin BrundleBRU,Benetton Ford,1:18.148
7,9,Michele AlboretoALB,Footwork Mugen Honda,1:18.604
8,25,Thierry BoutsenBOU,Ligier Renault,1:18.618
9,27,Jean AlesiALE,Ferrari,1:18.665
10,28,Ivan CapelliCAP,Ferrari,1:18.765
11,26,Erik ComasCOM,Ligier Renault,1:18.902
12,15,Gabriele TarquiniTAR,Fondmetal Ford,1:19.123
13,12,Johnny HerbertHER,Lotus Ford,1:19.143
14,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:19.200
15,29,Bertrand GachotGAC,Venturi Lamborghini,1:19.365
16,11,Mika HakkinenHAK,Lotus Ford,1:19.587
17,17,Paul BelmondoBEL,March Ilmor,1:19.626
18,14,Eric van de PoeleVAN,Fondmetal Ford,1:19.776
19,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:19.867
20,30,Ukyo KatayamaKAT,Venturi Lamborghini,1:19.990
21,33,Mauricio GugelminGUG,Jordan Yamaha,1:20.023
22,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:20.063
23,16,Karl WendlingerWEN,March Ilmor,1:20.315
24,32,Stefano ModenaMOD,Jordan Yamaha,1:20.707
25,8,Damon HillHIL,Brabham Judd,1:20.781
26,22,Pierluigi MartiniMAR,Dallara Ferrari,1:20.988
