Pos,No,Driver,Car,Time
1,5,Nigel MansellMAN,Williams Renault,1:13.041
2,6,Riccardo PatresePAT,Williams Renault,1:13.672
3,1,Ayrton SennaSEN,McLaren Honda,1:14.258
4,2,Gerhard BergerBER,McLaren Honda,1:15.068
5,19,Michael SchumacherMSC,Benetton Ford,1:15.356
6,20,Martin BrundleBRU,Benetton Ford,1:16.084
7,11,Mika HakkinenHAK,Lotus Ford,1:16.173
8,9,Michele AlboretoALB,Footwork Mugen Honda,1:16.282
9,12,Johnny HerbertHER,Lotus Ford,1:16.628
10,27,Jean AlesiALE,Ferrari,1:16.884
11,25,Thierry BoutsenBOU,Ligier Renault,1:16.930
12,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:17.240
13,29,Bertrand GachotGAC,Venturi Lamborghini,1:17.250
14,26,Erik ComasCOM,Ligier Renault,1:17.264
15,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:17.277
16,28,Ivan CapelliCAP,Ferrari,1:17.287
17,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:17.361
18,24,Gianni MorbidelliMOR,Minardi Lamborghini,1:17.387
19,21,Jyrki JarvilehtoJAR,Dallara Ferrari,1:17.474
20,33,Mauricio GugelminGUG,Jordan Yamaha,1:17.631
21,22,Pierluigi MartiniMAR,Dallara Ferrari,1:17.661
22,16,Karl WendlingerWEN,March Ilmor,1:18.060
23,17,Emanuele NaspettiNAS,March Ilmor,1:18.092
24,32,Stefano ModenaMOD,Jordan Yamaha,1:18.318
25,30,Ukyo KatayamaKAT,Venturi Lamborghini,1:18.592
26,23,Christian FittipaldiFIT,Minardi Lamborghini,1:18.615
