Pos,No,Driver,Car,Time
1,5,Nigel MansellMAN,Williams Renault,1:15.703
2,6,Riccardo PatresePAT,Williams Renault,1:16.894
3,1,Ayrton SennaSEN,McLaren Honda,1:17.902
4,2,Gerhard BergerBER,McLaren Honda,1:18.416
5,19,Michael SchumacherMSC,Benetton Ford,1:18.541
6,27,Jean AlesiALE,Ferrari,1:18.647
7,20,Martin BrundleBRU,Benetton Ford,1:18.711
8,22,Pierluigi MartiniMAR,Dallara Ferrari,1:18.953
9,16,Karl WendlingerWEN,March Ilmor,1:19.007
10,25,Thierry BoutsenBOU,Ligier Renault,1:19.038
11,28,Ivan CapelliCAP,Ferrari,1:19.300
12,32,Stefano ModenaMOD,Jordan Yamaha,1:19.314
13,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:19.343
14,9,Michele AlboretoALB,Footwork Mugen Honda,1:19.533
15,26,Erik ComasCOM,Ligier Renault,1:19.537
16,21,Jyrki JarvilehtoJAR,Dallara Ferrari,1:19.834
17,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:19.849
18,29,Bertrand GachotGAC,Venturi Lamborghini,1:19.927
19,15,Gabriele TarquiniTAR,Fondmetal Ford,1:19.993
20,23,Christian FittipaldiFIT,Minardi Lamborghini,1:20.133
21,33,Mauricio GugelminGUG,Jordan Yamaha,1:20.266
22,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:20.435
23,24,Gianni MorbidelliMOR,Minardi Lamborghini,1:20.445
24,11,Mika HakkinenHAK,Lotus Ford,1:20.577
25,30,Ukyo KatayamaKAT,Venturi Lamborghini,1:20.648
26,12,Johnny HerbertHER,Lotus Ford,1:20.650
